Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
MZB1,intestine: 87.2;lymphoid tissue: 265.7,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Plasma cells, Adipose visceral - Plasma cells, Adrenal gland - Plasma cells, Breast - Plasma cells, Colon - Plasma cells, Heart muscle - Plasma cells, Kidney - Plasma cells, Liver - Plasma cells, Lung - Plasma cells, Minor Salivary Gland - Plasma cells, Pancreas - Plasma cells, Pituitary gland - Plasma cells, Skeletal muscle - Plasma cells, Skin - Plasma cells, Spleen - Plasma cells, Stomach - Plasma cells, Thyroid gland - Plasma cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ABHD3,,,Cluster 45: Intestine - Digestion,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SCFD2,,,Cluster 29: Squamous epithelium - Innate immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMAP2,lymphoid tissue: 211.1,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Neutrophil_2, Prostate - Macrophages, Skin - Keratinocyte (granular), Spleen - Neutrophils, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ZC3H15,,,Cluster 40: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PPIL4,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TSKU,liver: 230.2,230.2,Cluster 83: Liver - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Skeletal muscle - Macrophages, Spleen - Fibroblast_1",True,False,True,False,liver protein (nTPM≥100 + cluster),True,65,Medium-High Confidence,Tier 1 (Highest)
RAB2B,,,Cluster 5: Brain & Testis - Signal transduction,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CHPT1,,,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Breast - Breast glandular cells, Liver - Hepatocytes, Testis - Early spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CHURC1,,,Cluster 35: Non-specific - Mitochondria,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TGFBRAP1,,,Cluster 40: Non-specific - Transcription,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM263,,,Cluster 53: Non-specific - Glycosylation,"Adipose visceral - Adipose progenitor cells, Minor Salivary Gland - Minor salivary glandular cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NUP133,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PDCD6IP,,,Cluster 45: Intestine - Digestion,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBTD2,,,Cluster 78: Testis - Transcription,"Prostate - Fibroblasts, Spleen - Fibroblast_1, Testis - Late spermatids, Thyroid gland - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CACTIN,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
C15orf40,,,Cluster 47: Spleen - Immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BRK1,,,Cluster 35: Non-specific - Mitochondria,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CHMP7,lymphoid tissue: 31.9,,Cluster 36: Lymphoid tissue - Cytokine signaling,Spleen - B-cells (Spleen),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
THEM6,,,Cluster 43: Non-specific - Mitochondrial translation,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
BCL7C,,,Cluster 19: Non-specific - Basic cellular processes,"Adipose subcutaneous - Adipose progenitor cells, Kidney - Fibroblasts, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PHLDA1,salivary gland: 154.5,,Cluster 27: Squamous epithelium - Keratinization,"Breast - Breast glandular cells (progenitors), Minor Salivary Gland - Minor salivary glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BLNK,lymphoid tissue: 52.7,,Cluster 47: Spleen - Immune response,"Adrenal gland - Macrophages, Colon - T-cells, Spleen - B-cells (Spleen), Stomach - Gastric mucous cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SNX33,,,Cluster 27: Squamous epithelium - Keratinization,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NUDT8,heart muscle: 76.4,,Cluster 35: Non-specific - Mitochondria,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LEO1,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Spleen - Macrophages, Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DCAKD,,,Cluster 34: Non-specific - Mixed function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RNF141,,,Cluster 9: Oligodendrocytes - Myelination,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adrenal gland - Adrenal cortex cells, Minor Salivary Gland - Minor salivary gland basal cells, Skin - Keratinocyte (other), Spleen - Macrophages, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EEF1AKMT1,,,Cluster 69: Liver - Oxidoreductase activity,Thyroid gland - Thyroid glandular cells,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
UQCC5,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NUDCD2,,,Cluster 9: Oligodendrocytes - Myelination,"Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SNRNP27,,,Cluster 3: Non-specific - Unknown function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TFB1M,,,Cluster 43: Non-specific - Mitochondrial translation,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
STAG1,,,Cluster 19: Non-specific - Basic cellular processes,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SCFD1,,,Cluster 68: Non-specific - Protein processing,"Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TNFAIP8L1,intestine: 30.3;liver: 33.3,33.3,Cluster 37: Liver & Intestine - Lipid metabolism,"Adrenal gland - Endothelial cells, Liver - Hepatocytes, Testis - Late spermatids",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,75,Medium-High Confidence,Tier 3 (Medium)
CANT1,,,Cluster 45: Intestine - Digestion,"Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TRAPPC12,testis: 93.9,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HNRNPLL,,,Cluster 40: Non-specific - Transcription,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBLCP1,,,Cluster 16: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PCNP,,,Cluster 3: Non-specific - Unknown function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FAM151A,intestine: 64.5;kidney: 168.2,,Cluster 52: Kidney - Transmembrane transport,"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SPRYD4,liver: 20.0,20.0,Cluster 83: Liver - Metabolism,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Prostate - Prostate basal glandular cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,75,Medium-High Confidence,Tier 3 (Medium)
ITLN1,adipose tissue: 732.9;intestine: 1210.7,,Cluster 45: Intestine - Digestion,"Adipose visceral - Mesothelial cells, Colon - Colon enterocytes, Minor Salivary Gland - Minor salivary glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MAIP1,,,Cluster 37: Liver & Intestine - Lipid metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes",False,False,True,True,liver protein (cluster + enrichment),False,50,Medium Confidence,Not recommended
TRUB1,,,Cluster 51: Thyroid gland - Unknown function,"Adrenal gland - Adrenal cortex cells, Minor Salivary Gland - Macrophages, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LMO7,heart muscle: 240.7,,Cluster 35: Non-specific - Mitochondria,"Liver - Hepatocytes, Lung - Alveolar cells type 1, Stomach - Gastric mucous cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SLC44A1,brain: 232.8,,Cluster 9: Oligodendrocytes - Myelination,Liver - Hepatocytes,False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ATXN2L,,,Cluster 78: Testis - Transcription,"Liver - Vascular Endothelial cells, Testis - Early spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CYGB,heart muscle: 101.0,,Cluster 30: Heart muscle - Heart development,"Breast - Endothelial cells, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Pituitary gland - Fibroblasts, Prostate - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GIMAP1,lymphoid tissue: 24.0,,Cluster 70: Lymphoid tissue - Immune response,"Adrenal gland - Macrophages, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Prostate - Endothelial cells, Skin - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
STAB2,lymphoid tissue: 64.3,,Cluster 47: Spleen - Immune response,"Adipose subcutaneous - Smooth muscle cells, Liver - Sinusoid Endothelial cells, Minor Salivary Gland - Minor salivary gland ductal cells, Pituitary gland - Gonadotropes, Testis - Early spermatids, Testis - Late spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SLC13A3,kidney: 392.3,,Cluster 52: Kidney - Transmembrane transport,"Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Stomach - Chief cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RTN4IP1,,,Cluster 23: Non-specific - Cellular respiration,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SELENOM,,,Cluster 64: Neuronal - Transcription,"Adipose subcutaneous - Smooth muscle cells, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PRPF31,,,Cluster 66: Non-specific - Transcription,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
OIT3,liver: 107.5,107.5,Cluster 31: Liver - Plasma proteins,"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Early spermatids",True,False,True,False,liver protein (nTPM≥100 + cluster),True,60,Medium-High Confidence,Tier 2 (High)
NELFB,,,Cluster 33: Brain - Neuronal signaling,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PALLD,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Kidney - Fibroblasts, Prostate - Smooth muscle cells, Skin - Outer root sheath cells, Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RUFY2,brain: 28.8,,Cluster 65: Cerebellum - Nervous system development,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SREK1,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GEMIN6,,,Cluster 74: Spermatids - Flagellum assembly,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CASKIN2,,,Cluster 7: Adipose tissue - Mixed function,"Breast - Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATRIP,testis: 14.5,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PSPC1,,,Cluster 6: Bone marrow - Innate immune response,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SYNE2,skeletal muscle: 191.2,,Cluster 19: Non-specific - Basic cellular processes,Spleen - Endothelial cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GATAD2B,,,Cluster 79: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ASB13,,,Cluster 37: Liver & Intestine - Lipid metabolism,,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
DNAJC9,bone marrow: 90.6,,Cluster 6: Bone marrow - Innate immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BRI3BP,intestine: 20.2,,Cluster 70: Lymphoid tissue - Immune response,"Pancreas - Ductal cells, Skin - Sebaceous gland cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
THAP4,,,Cluster 23: Non-specific - Cellular respiration,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CTNNBL1,,,Cluster 70: Lymphoid tissue - Immune response,"Breast - Fibroblasts, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACOT12,liver: 97.6,97.6,Cluster 31: Liver - Plasma proteins,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
AHCTF1,,,Cluster 16: Non-specific - Transcription,"Stomach - Endothelial cells, Testis - Early spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TTN,heart muscle: 161.7;skeletal muscle: 887.9;tongue: 355.2,,Cluster 14: Skeletal muscle - Muscle contraction,"Heart muscle - Cardiomyocytes, Lung - Alveolar cells type 2, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BSND,kidney: 9.2,,Cluster 52: Kidney - Transmembrane transport,Minor Salivary Gland - Minor salivary gland ductal cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RFFL,,,Cluster 77: Bone marrow - Cell proliferation,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CTTNBP2,,,Cluster 9: Oligodendrocytes - Myelination,"Minor Salivary Gland - Minor salivary gland basal cells, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
OVCA2,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LZIC,,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
POMGNT1,,,Cluster 23: Non-specific - Cellular respiration,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RAPGEF4,brain: 275.3,,Cluster 33: Brain - Neuronal signaling,"Colon - Endothelial cells, Kidney - Endothelial cells, Liver - Hepatocytes, Lung - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Keratinocyte (granular), Stomach - Parietal cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
IRGQ,,,Cluster 28: Neuronal - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DDB2,,,Cluster 13: Skin - Cornification,Skin - Keratinocyte (other),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CLEC2B,bone marrow: 111.6,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SMPDL3A,,,Cluster 37: Liver & Intestine - Lipid metabolism,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Fibroblasts, Skin - Keratinocyte (other), Spleen - Macrophages",False,False,True,True,liver protein (cluster + enrichment),False,50,Medium Confidence,Not recommended
DDX1,,,Cluster 3: Non-specific - Unknown function,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC39A7,,,Cluster 68: Non-specific - Protein processing,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HSD17B8,,,Cluster 68: Non-specific - Protein processing,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Skin - Keratinocyte (other), Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
FAM3C,,,Cluster 55: Kidney & Intestine - Metabolism,"Adipose subcutaneous - Adipose progenitor cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
H1-10,bone marrow: 992.2,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CCT6B,testis: 122.5,,Cluster 42: Testis - Spermatogenesis,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Early spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
PSMF1,,,Cluster 72: Testis & Skeletal muscle - Protein ubiquitination,"Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GBF1,,,Cluster 19: Non-specific - Basic cellular processes,"Adipose visceral - Adipose progenitor cells, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LPIN2,liver: 146.5,146.5,Cluster 83: Liver - Metabolism,Stomach - Gastric mucous cells,True,False,True,False,liver protein (nTPM≥100 + cluster),True,60,Medium-High Confidence,Tier 2 (High)
RTF1,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NCSTN,,,Cluster 55: Kidney & Intestine - Metabolism,"Adipose subcutaneous - Macrophages, Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TM9SF4,,,Cluster 24: Parathyroid gland - Vesicular transport,"Adipose visceral - Adipose progenitor cells, Skin - Keratinocyte (other)",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM131,,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
IP6K1,,,Cluster 22: Brain - Synaptic signal transduction,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MRPS27,,,Cluster 35: Non-specific - Mitochondria,"Heart muscle - Cardiomyocytes, Spleen - B-cells (Spleen), Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ELMO1,brain: 113.6,,Cluster 9: Oligodendrocytes - Myelination,"Adipose visceral - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Liver - Hepatocytes, Lung - Fibroblast_1",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
DCUN1D4,,,Cluster 69: Liver - Oxidoreductase activity,"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Endothelial cells",False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
AP3S1,,,Cluster 6: Bone marrow - Innate immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBXN4,,,Cluster 68: Non-specific - Protein processing,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PHF3,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC9A6,brain: 37.8,,Cluster 61: Brain - Neuronal signaling,"Adrenal gland - Adrenal cortex cells, Colon - Colon enteroendocrine cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NDRG1,,,Cluster 9: Oligodendrocytes - Myelination,"Colon - Endothelial cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HSPH1,,,Cluster 33: Brain - Neuronal signaling,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SEPTIN8,brain: 748.2,,Cluster 9: Oligodendrocytes - Myelination,"Adipose subcutaneous - Adipose progenitor cells, Skin - Keratinocyte (other), Spleen - Fibroblast_1",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CNOT9,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LPGAT1,,,Cluster 39: Retina & Testis - Cilium,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DOCK2,bone marrow: 52.5;lung: 15.1;lymphoid tissue: 48.9,,Cluster 70: Lymphoid tissue - Immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Skeletal muscle - Macrophages",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TBC1D5,,,Cluster 16: Non-specific - Transcription,"Adrenal gland - Adrenal cortex cells, Kidney - Fibroblasts, Spleen - Endothelial cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ZNF592,,,Cluster 19: Non-specific - Basic cellular processes,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYO18A,skeletal muscle: 390.0;tongue: 118.9,,Cluster 14: Skeletal muscle - Muscle contraction,Heart muscle - Cardiomyocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LARP4B,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GCN1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARHGAP45,bone marrow: 67.4;intestine: 51.7;lung: 38.3;lymphoid tissue: 103.5,,Cluster 70: Lymphoid tissue - Immune response,"Colon - T-cells, Liver - T-cells, Prostate - T-cells, Skeletal muscle - Macrophages, Skin - T-cells, Thyroid gland - T-cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
DHX38,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NUP205,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ANKS1A,,,Cluster 7: Adipose tissue - Mixed function,"Adrenal gland - Adrenal cortex cells, Skeletal muscle - Fibroblasts, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PXDN,,,Cluster 62: Connective tissue - ECM organization,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adrenal gland - Fibroblasts, Breast - Adipocytes (Breast), Lung - Endothelial cells, Skeletal muscle - Endothelial cells, Thyroid gland - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SGCD,heart muscle: 37.8;skeletal muscle: 41.3;tongue: 32.0,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Liver - Hepatic stellate cells, Minor Salivary Gland - Fibroblasts, Pancreas - Fibroblasts, Pituitary gland - Somatotropes, Prostate - Fibroblasts, Skin - Fibroblast_1, Spleen - Fibroblast_2",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
MRPS31,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AKAP1,skeletal muscle: 200.5,,Cluster 79: Non-specific - Transcription,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Late spermatids",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SORL1,,,Cluster 56: Non-specific - Unknown function,"Adipose visceral - Neutrophils, Liver - Hepatocytes, Lung - Neutrophil_2, Pituitary gland - Lactotropes, Prostate - Prostate basal glandular cells, Skin - Eccrine sweat gland cells, Spleen - Neutrophils",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
